"ID";"INSEE COM";"NOM COM M";"INSEE DEP";"NOM DEP";"INSEE REG";"NOM REG";"XMIN";"YMIN";"XMAX";"YMAX"
29676;76432;"MESNIL MAUGER";76;"SEINE MARITIME";28;"NORMANDIE";590992;6951274;595891;6955571
29677;76433;"MESNIL PANNEVILLE";76;"SEINE MARITIME";28;"NORMANDIE";544397;6942812;549618;6948608
29679;76435;"MESNIL REAUME";76;"SEINE MARITIME";28;"NORMANDIE";586595;6985118;589641;6988739
29681;76437;"MEULERS";76;"SEINE MARITIME";28;"NORMANDIE";570203;6971235;574228;6974344
29682;76438;"MILLEBOSC";76;"SEINE MARITIME";28;"NORMANDIE";590522;6985323;593878;6990263
29683;76439;"MIRVILLE";76;"SEINE MARITIME";28;"NORMANDIE";513797;6946240;516384;6950321
29686;76442;"MONCHY SUR EU";76;"SEINE MARITIME";28;"NORMANDIE";587336;6987531;591371;6991436
29687;76443;"MONT CAUVAIRE";76;"SEINE MARITIME";28;"NORMANDIE";561274;6941303;565892;6944480
29688;76445;"MONTEROLIER";76;"SEINE MARITIME";28;"NORMANDIE";578663;6946028;582404;6950766
29689;76446;"MONTIGNY";76;"SEINE MARITIME";28;"NORMANDIE";552816;6929096;556503;6932480
29690;76447;"MONTIVILLIERS";76;"SEINE MARITIME";28;"NORMANDIE";493488;6939117;500166;6944377
29691;76448;"MONTMAIN";76;"SEINE MARITIME";28;"NORMANDIE";570661;6923331;574492;6926272
29692;76449;"MONTREUIL EN CAUX";76;"SEINE MARITIME";28;"NORMANDIE";564749;6953410;568839;6957694
29694;76451;"MONT SAINT AIGNAN";76;"SEINE MARITIME";28;"NORMANDIE";559246;6929624;562417;6933259
29695;76452;"MONTVILLE";76;"SEINE MARITIME";28;"NORMANDIE";558641;6938152;563202;6942720
29696;76453;"MORGNY LA POMMERAYE";76;"SEINE MARITIME";28;"NORMANDIE";571498;6935019;575144;6938591
29697;76454;"MORTEMER";76;"SEINE MARITIME";28;"NORMANDIE";592684;6959087;597199;6964250
29698;76455;"MORVILLE SUR ANDELLE";76;"SEINE MARITIME";28;"NORMANDIE";584928;6931037;587702;6934378
29699;76456;"MOTTEVILLE";76;"SEINE MARITIME";28;"NORMANDIE";543607;6947206;546064;6952573
29700;76457;"MOULINEAUX";76;"SEINE MARITIME";28;"NORMANDIE";549660;6916633;553324;6918828
29701;76458;"MUCHEDENT";76;"SEINE MARITIME";28;"NORMANDIE";567069;6963014;571648;6966309
29702;76459;"NESLE HODENG";76;"SEINE MARITIME";28;"NORMANDIE";590442;6954188;595719;6960037
29704;76461;"NEUFBOSC";76;"SEINE MARITIME";28;"NORMANDIE";579756;6949382;583102;6952263
29705;76462;"NEUFCHATEL EN BRAY";76;"SEINE MARITIME";28;"NORMANDIE";586020;6958928;590229;6963940
29708;76465;"NEUVILLE FERRIERES";76;"SEINE MARITIME";28;"NORMANDIE";586229;6955323;591118;6961237
29709;76467;"NEVILLE";76;"SEINE MARITIME";28;"NORMANDIE";533042;6970228;537267;6974361
29710;76468;"NOINTOT";76;"SEINE MARITIME";28;"NORMANDIE";515403;6945156;519605;6948875
29711;76469;"NOLLEVAL";76;"SEINE MARITIME";28;"NORMANDIE";587484;6930546;592689;6935938
29712;76470;"NORMANVILLE";76;"SEINE MARITIME";28;"NORMANDIE";524158;6955456;527696;6959668
29713;76471;"NORVILLE";76;"SEINE MARITIME";28;"NORMANDIE";526931;6931171;530937;6936213
29714;76472;"NOTRE DAME D ALIERMONT";76;"SEINE MARITIME";28;"NORMANDIE";575314;6970220;580212;6976546
29715;76473;"NOTRE DAME DE BLIQUETUIT";76;"SEINE MARITIME";28;"NORMANDIE";535626;6933102;538769;6937920
29716;76474;"NOTRE DAME DE BONDEVILLE";76;"SEINE MARITIME";28;"NORMANDIE";556674;6931909;561795;6935921
29717;76475;"FRANQUEVILLE SAINT PIERRE";76;"SEINE MARITIME";28;"NORMANDIE";565930;6922720;570696;6925693
29719;76477;"NOTRE DAME DU BEC";76;"SEINE MARITIME";28;"NORMANDIE";497172;6946478;501231;6948570
29720;76478;"NOTRE DAME DU PARC";76;"SEINE MARITIME";28;"NORMANDIE";563956;6961625;565901;6964141
29721;76479;"NULLEMONT";76;"SEINE MARITIME";28;"NORMANDIE";600960;6962655;604206;6966128
29722;76480;"OCQUEVILLE";76;"SEINE MARITIME";28;"NORMANDIE";530618;6967704;535855;6970852
29723;76481;"OCTEVILLE SUR MER";76;"SEINE MARITIME";28;"NORMANDIE";488427;6940530;495152;6947147
29724;76482;"OFFRANVILLE";76;"SEINE MARITIME";28;"NORMANDIE";555882;6973899;561137;6978963
29725;76483;"OHERVILLE";76;"SEINE MARITIME";28;"NORMANDIE";531652;6959377;535264;6962272
29726;76484;"OISSEL";76;"SEINE MARITIME";28;"NORMANDIE";556314;6915641;563869;6920357
29727;76485;"OMONVILLE";76;"SEINE MARITIME";28;"NORMANDIE";558428;6966071;560288;6968700
29728;76486;"ORIVAL";76;"SEINE MARITIME";28;"NORMANDIE";552265;6912135;557287;6917182
29729;76487;"OSMOY SAINT VALERY";76;"SEINE MARITIME";28;"NORMANDIE";574540;6964873;580620;6970534
29730;76488;"OUAINVILLE";76;"SEINE MARITIME";28;"NORMANDIE";523761;6966217;527978;6969464
29731;76489;"OUDALLE";76;"SEINE MARITIME";28;"NORMANDIE";500745;6930868;505994;6938453
29732;76490;"OURVILLE EN CAUX";76;"SEINE MARITIME";28;"NORMANDIE";524565;6959822;528883;6963942
29733;76491;"OUVILLE L ABBAYE";76;"SEINE MARITIME";28;"NORMANDIE";544442;6954865;547727;6958668
29734;76492;"OUVILLE LA RIVIERE";76;"SEINE MARITIME";28;"NORMANDIE";552888;6975378;556805;6978258
29735;76493;"PALUEL";76;"SEINE MARITIME";28;"NORMANDIE";527711;6971712;531294;6976472
29736;76494;"PARC D ANXTOT";76;"SEINE MARITIME";28;"NORMANDIE";509603;6943898;512559;6947718
29737;76495;"PAVILLY";76;"SEINE MARITIME";28;"NORMANDIE";548400;6941799;554785;6946349
29738;76497;"PETIT COURONNE";76;"SEINE MARITIME";28;"NORMANDIE";555082;6919669;559346;6924382
29739;76498;"PETIT QUEVILLY";76;"SEINE MARITIME";28;"NORMANDIE";557632;6925092;560387;6928183
29741;76500;"PIERRECOURT";76;"SEINE MARITIME";28;"NORMANDIE";599582;6975162;604371;6979197
29742;76501;"PIERREFIQUES";76;"SEINE MARITIME";28;"NORMANDIE";499057;6954853;500704;6958018
29743;76502;"PIERREVAL";76;"SEINE MARITIME";28;"NORMANDIE";572263;6937954;574841;6940473
29744;76503;"PISSY POVILLE";76;"SEINE MARITIME";28;"NORMANDIE";552949;6936749;557844;6940930
29745;76504;"PLEINE SEVE";76;"SEINE MARITIME";28;"NORMANDIE";536903;6969759;539308;6972521
29746;76505;"POMMEREUX";76;"SEINE MARITIME";28;"NORMANDIE";599787;6944843;602164;6948420
29747;76506;"POMMEREVAL";76;"SEINE MARITIME";28;"NORMANDIE";575377;6958707;579642;6963436
29749;76508;"POTERIE CAP D ANTIFER";76;"SEINE MARITIME";28;"NORMANDIE";494887;6955321;497820;6958878
29750;76509;"PREAUX";76;"SEINE MARITIME";28;"NORMANDIE";567680;6930550;573459;6936717
29751;76510;"PRETOT VICQUEMARE";76;"SEINE MARITIME";28;"NORMANDIE";543695;6959551;545686;6963624
29752;76511;"PREUSEVILLE";76;"SEINE MARITIME";28;"NORMANDIE";590468;6974471;594402;6979035
29753;76512;"PUISENVAL";76;"SEINE MARITIME";28;"NORMANDIE";588122;6974881;590704;6978169
29754;76513;"QUEVILLON";76;"SEINE MARITIME";28;"NORMANDIE";549808;6922878;553805;6927892
29756;76515;"QUIBERVILLE";76;"SEINE MARITIME";28;"NORMANDIE";548928;6978389;551775;6980618
29757;76516;"QUIEVRECOURT";76;"SEINE MARITIME";28;"NORMANDIE";584626;6957954;586967;6961297
29758;76517;"QUINCAMPOIX";76;"SEINE MARITIME";28;"NORMANDIE";563727;6934365;571735;6939378
29759;76518;"RAFFETOT";76;"SEINE MARITIME";28;"NORMANDIE";518843;6945972;522735;6949330
29760;76519;"RAINFREVILLE";76;"SEINE MARITIME";28;"NORMANDIE";549060;6967288;551762;6968825
29761;76520;"REALCAMP";76;"SEINE MARITIME";28;"NORMANDIE";598270;6971899;602832;6977760
29762;76521;"REBETS";76;"SEINE MARITIME";28;"NORMANDIE";582579;6934462;585000;6937483
29763;76522;"REMUEE";76;"SEINE MARITIME";28;"NORMANDIE";510504;6938166;514336;6940905
29764;76523;"RETONVAL";76;"SEINE MARITIME";28;"NORMANDIE";597487;6967105;600057;6970921
29765;76524;"REUVILLE";76;"SEINE MARITIME";28;"NORMANDIE";544669;6961432;546981;6964519
29766;76526;"RICARVILLE DU VAL";76;"SEINE MARITIME";28;"NORMANDIE";573738;6966039;577017;6969755
29767;76527;"RICHEMONT";76;"SEINE MARITIME";28;"NORMANDIE";600110;6966857;604458;6971047
29768;76528;"RIEUX";76;"SEINE MARITIME";28;"NORMANDIE";596647;6978986;599372;6983834
29769;76529;"RIVILLE";76;"SEINE MARITIME";28;"NORMANDIE";522385;6959237;526216;6963013
29770;76530;"ROBERTOT";76;"SEINE MARITIME";28;"NORMANDIE";532817;6958770;534709;6960925
29771;76531;"ROCQUEFORT";76;"SEINE MARITIME";28;"NORMANDIE";532685;6953082;535531;6955793
29772;76532;"ROCQUEMONT";76;"SEINE MARITIME";28;"NORMANDIE";574546;6944774;579069;6948951
29773;76533;"ROGERVILLE";76;"SEINE MARITIME";28;"NORMANDIE";499657;6930947;503730;6938562
29774;76534;"ROLLEVILLE";76;"SEINE MARITIME";28;"NORMANDIE";496395;6944262;500608;6947038
29775;76535;"RONCHEROLLES EN BRAY";76;"SEINE MARITIME";28;"NORMANDIE";586840;6944548;593243;6949420
29776;76536;"RONCHEROLLES SUR LE VIVIER";76;"SEINE MARITIME";28;"NORMANDIE";566609;6929195;569843;6932389
29777;76537;"RONCHOIS";76;"SEINE MARITIME";28;"NORMANDIE";598464;6957337;602915;6960966
29778;76538;"ROSAY";76;"SEINE MARITIME";28;"NORMANDIE";571237;6954336;576887;6959225
29779;76540;"ROUEN";76;"SEINE MARITIME";28;"NORMANDIE";557084;6925896;565986;6931125
29780;76541;"ROUMARE";76;"SEINE MARITIME";28;"NORMANDIE";549935;6933833;554759;6938756
29781;76542;"ROUTES";76;"SEINE MARITIME";28;"NORMANDIE";536050;6960187;539406;6962436
29782;76543;"ROUVILLE";76;"SEINE MARITIME";28;"NORMANDIE";517795;6947345;520757;6953584
29783;76544;"ROUVRAY CATILLON";76;"SEINE MARITIME";28;"NORMANDIE";586922;6941159;592860;6945318
29784;76545;"ROUXMESNIL BOUTEILLES";76;"SEINE MARITIME";28;"NORMANDIE";561759;6977572;565309;6981285
29785;76546;"ROYVILLE";76;"SEINE MARITIME";28;"NORMANDIE";551041;6964897;553913;6967812
29786;76547;"RUE SAINT PIERRE";76;"SEINE MARITIME";28;"NORMANDIE";571887;6940158;575216;6943911
29787;76548;"RY";76;"SEINE MARITIME";28;"NORMANDIE";577798;6930446;580865;6933022
29788;76549;"SAANE SAINT JUST";76;"SEINE MARITIME";28;"NORMANDIE";549025;6961047;551822;6966331
29790;76551;"SAINNEVILLE";76;"SEINE MARITIME";28;"NORMANDIE";502567;6940790;506112;6944524
29791;76552;"SAINTE ADRESSE";76;"SEINE MARITIME";28;"NORMANDIE";487452;6937392;489328;6939438
29792;76553;"SAINTE AGATHE D ALIERMONT";76;"SEINE MARITIME";28;"NORMANDIE";578422;6969088;582406;6973436
29793;76554;"SAINT AIGNAN SUR RY";76;"SEINE MARITIME";28;"NORMANDIE";578361;6932579;582319;6936237
29794;76555;"SAINT ANDRE SUR CAILLY";76;"SEINE MARITIME";28;"NORMANDIE";569209;6937779;573335;6943263
29795;76556;"SAINT ANTOINE LA FORET";76;"SEINE MARITIME";28;"NORMANDIE";515648;6938715;520715;6942789
29796;76557;"SAINT ARNOULT";76;"SEINE MARITIME";28;"NORMANDIE";527282;6938213;534880;6941832
29797;76558;"SAINT AUBIN CELLOVILLE";76;"SEINE MARITIME";28;"NORMANDIE";564779;6918344;568097;6923345
29798;76559;"SAINT AUBIN DE CRETOT";76;"SEINE MARITIME";28;"NORMANDIE";526832;6942514;530725;6945208
29799;76560;"SAINT AUBIN EPINAY";76;"SEINE MARITIME";28;"NORMANDIE";566679;6923777;572050;6927320
29800;76561;"SAINT AUBIN LES ELBEUF";76;"SEINE MARITIME";28;"NORMANDIE";554118;6912201;558008;6915025
29801;76562;"SAINT AUBIN LE CAUF";76;"SEINE MARITIME";28;"NORMANDIE";566370;6973567;570684;6977784
29802;76563;"SAINT AUBIN ROUTOT";76;"SEINE MARITIME";28;"NORMANDIE";503076;6937550;507216;6941278
29803;76564;"SAINT AUBIN SUR MER";76;"SEINE MARITIME";28;"NORMANDIE";544647;6977349;549872;6979943
29804;76565;"SAINT AUBIN SUR SCIE";76;"SEINE MARITIME";28;"NORMANDIE";560426;6975422;563433;6980571
29805;76566;"SAINTE AUSTREBERTHE";76;"SEINE MARITIME";28;"NORMANDIE";551286;6944891;555933;6948523
29806;76567;"SAINTE BEUVE EN RIVIERE";76;"SEINE MARITIME";28;"NORMANDIE";591522;6960324;595904;6966223
29807;76568;"SAINT CLAIR SUR LES MONTS";76;"SEINE MARITIME";28;"NORMANDIE";538182;6945768;540949;6948278
29808;76569;"SAINTE COLOMBE";76;"SEINE MARITIME";28;"NORMANDIE";537639;6966668;540048;6970533
29809;76570;"SAINT CRESPIN";76;"SEINE MARITIME";28;"NORMANDIE";562104;6963595;565316;6967301
29810;76571;"SAINTE CROIX SUR BUCHY";76;"SEINE MARITIME";28;"NORMANDIE";577691;6938754;582912;6944503
29811;76572;"SAINT DENIS D ACLON";76;"SEINE MARITIME";28;"NORMANDIE";550667;6974868;553192;6976960
29813;76574;"SAINT DENIS SUR SCIE";76;"SEINE MARITIME";28;"NORMANDIE";558989;6956030;565115;6959142
29814;76575;"SAINT ETIENNE DU ROUVRAY";76;"SEINE MARITIME";28;"NORMANDIE";558915;6919147;563693;6925092
29815;76576;"SAINT EUSTACHE LA FORET";76;"SEINE MARITIME";28;"NORMANDIE";513514;6940942;517312;6943730
29816;76577;"SAINTE FOY";76;"SEINE MARITIME";28;"NORMANDIE";564248;6966328;567972;6970121
29817;76578;"SAINTE GENEVIEVE";76;"SEINE MARITIME";28;"NORMANDIE";582363;6949325;589791;6954774
29818;76580;"SAINT GEORGES SUR FONTAINE";76;"SEINE MARITIME";28;"NORMANDIE";566013;6938449;569868;6941833
29819;76581;"SAINT GERMAIN DES ESSOURTS";76;"SEINE MARITIME";28;"NORMANDIE";575971;6936426;580123;6941186
29820;76582;"SAINT GERMAIN D ETABLES";76;"SEINE MARITIME";28;"NORMANDIE";567467;6970776;571332;6974170
29821;76583;"SAINT GERMAIN SOUS CAILLY";76;"SEINE MARITIME";28;"NORMANDIE";569461;6942103;571633;6945658
29822;76584;"SAINT GERMAIN SUR EAULNE";76;"SEINE MARITIME";28;"NORMANDIE";589790;6960980;595875;6966908
29823;76585;"SAINT GILLES DE CRETOT";76;"SEINE MARITIME";28;"NORMANDIE";528474;6940932;531675;6944078
29824;76586;"SAINT GILLES DE LA NEUVILLE";76;"SEINE MARITIME";28;"NORMANDIE";507594;6942685;512056;6946496
29825;76587;"SAINTE HELENE BONDEVILLE";76;"SEINE MARITIME";28;"NORMANDIE";514687;6964682;518916;6968102
29826;76588;"SAINT HELLIER";76;"SEINE MARITIME";28;"NORMANDIE";567472;6959137;572949;6963293
29827;76589;"SAINT HONORE";76;"SEINE MARITIME";28;"NORMANDIE";565884;6965219;568291;6967638
29828;76590;"SAINT JACQUES D ALIERMONT";76;"SEINE MARITIME";28;"NORMANDIE";571653;6971700;576350;6975332
29829;76591;"SAINT JACQUES SUR DARNETAL";76;"SEINE MARITIME";28;"NORMANDIE";567322;6926637;572558;6931623
29831;76593;"SAINT JEAN DE LA NEUVILLE";76;"SEINE MARITIME";28;"NORMANDIE";511228;6943363;516530;6946381
29832;76594;"SAINT JEAN DU CARDONNAY";76;"SEINE MARITIME";28;"NORMANDIE";553877;6933263;557496;6937187
29833;76595;"SAINT JOUIN BRUNEVAL";76;"SEINE MARITIME";28;"NORMANDIE";491833;6948672;499174;6956136
29834;76596;"SAINT LAURENT DE BREVEDENT";76;"SEINE MARITIME";28;"NORMANDIE";500391;6938931;504275;6942260
29835;76597;"SAINT LAURENT EN CAUX";76;"SEINE MARITIME";28;"NORMANDIE";545470;6960849;549339;6964418
29836;76598;"SAINT LEGER AUX BOIS";76;"SEINE MARITIME";28;"NORMANDIE";597896;6967419;602607;6973059
29837;76599;"SAINT LEGER DU BOURG DENIS";76;"SEINE MARITIME";28;"NORMANDIE";564917;6925930;568546;6928159
29838;76600;"SAINT LEONARD";76;"SEINE MARITIME";28;"NORMANDIE";504708;6959969;511039;6965037
29839;76601;"SAINT LUCIEN";76;"SEINE MARITIME";28;"NORMANDIE";586170;6932616;589275;6937515
29840;76602;"SAINT MACLOU DE FOLLEVILLE";76;"SEINE MARITIME";28;"NORMANDIE";558744;6952340;565187;6957405
29841;76603;"SAINT MACLOU LA BRIERE";76;"SEINE MARITIME";28;"NORMANDIE";515772;6951192;518635;6954646
29842;76604;"SAINT MARDS";76;"SEINE MARITIME";28;"NORMANDIE";554685;6962609;559324;6965890
29843;76605;"SAINTE MARGUERITE SUR MER";76;"SEINE MARITIME";28;"NORMANDIE";551187;6979233;554337;6982002
29844;76606;"MORIENNE";76;"SEINE MARITIME";28;"NORMANDIE";605957;6963975;609746;6967482
29845;76608;"SAINTE MARGUERITE SUR DUCLAIR";76;"SEINE MARITIME";28;"NORMANDIE";540494;6935296;544644;6939621
29846;76609;"SAINTE MARIE AU BOSC";76;"SEINE MARITIME";28;"NORMANDIE";496728;6954053;499490;6956576
29847;76610;"SAINTE MARIE DES CHAMPS";76;"SEINE MARITIME";28;"NORMANDIE";537331;6948371;541167;6950831
29848;76611;"SAINT MARTIN AUX ARBRES";76;"SEINE MARITIME";28;"NORMANDIE";545834;6950907;549541;6953218
29849;76612;"SAINT MARTIN AU BOSC";76;"SEINE MARITIME";28;"NORMANDIE";601855;6969754;606436;6972571
29850;76613;"SAINT MARTIN AUX BUNEAUX";76;"SEINE MARITIME";28;"NORMANDIE";521746;6970739;525417;6974551
29851;76614;"SAINT MARTIN DE BOSCHERVILLE";76;"SEINE MARITIME";28;"NORMANDIE";550229;6926784;554326;6932079
29852;76615;"SAINT MARTIN DU BEC";76;"SEINE MARITIME";28;"NORMANDIE";496427;6946557;499331;6949456
29853;76616;"SAINT MARTIN DU MANOIR";76;"SEINE MARITIME";28;"NORMANDIE";498328;6939574;501041;6942904
29854;76617;"SAINT MARTIN DU VIVIER";76;"SEINE MARITIME";28;"NORMANDIE";564957;6929970;567556;6933735
29855;76618;"PETIT CAUX";76;"SEINE MARITIME";28;"NORMANDIE";564634;6980485;581686;6991673
29856;76619;"SAINT MARTIN LE GAILLARD";76;"SEINE MARITIME";28;"NORMANDIE";580823;6982810;585317;6991334
29857;76620;"SAINT MARTIN L HORTIER";76;"SEINE MARITIME";28;"NORMANDIE";582023;6960651;587330;6963205
29858;76621;"SAINT MARTIN OSMONVILLE";76;"SEINE MARITIME";28;"NORMANDIE";574331;6947796;580508;6953512
29860;76623;"SAINT MICHEL D HALESCOURT";76;"SEINE MARITIME";28;"NORMANDIE";601597;6945280;604425;6947821
29861;76624;"SAINT NICOLAS D ALIERMONT";76;"SEINE MARITIME";28;"NORMANDIE";570506;6974108;576459;6979080
29862;76626;"SAINT NICOLAS DE LA HAIE";76;"SEINE MARITIME";28;"NORMANDIE";526307;6941419;528762;6943835
29863;76627;"SAINT NICOLAS DE LA TAILLE";76;"SEINE MARITIME";28;"NORMANDIE";515039;6934893;519197;6939757
29864;76628;"SAINT OUEN DU BREUIL";76;"SEINE MARITIME";28;"NORMANDIE";555317;6948176;558911;6951482
29865;76629;"SAINT OUEN LE MAUGER";76;"SEINE MARITIME";28;"NORMANDIE";551328;6962846;554695;6965951
29866;76630;"SAINT OUEN SOUS BAILLY";76;"SEINE MARITIME";28;"NORMANDIE";576314;6978277;579239;6981290
29867;76631;"SAINT PAER";76;"SEINE MARITIME";28;"NORMANDIE";544009;6935295;549590;6940698
29868;76632;"SAINT PIERRE BENOUVILLE";76;"SEINE MARITIME";28;"NORMANDIE";551663;6959924;555570;6964031
29870;76635;"SAINT PIERRE DES JONQUIERES";76;"SEINE MARITIME";28;"NORMANDIE";586871;6971130;590362;6975494
29871;76636;"SAINT PIERRE DE VARENGEVILLE";76;"SEINE MARITIME";28;"NORMANDIE";546622;6933469;552018;6937923
29872;76637;"SAINT PIERRE EN PORT";76;"SEINE MARITIME";28;"NORMANDIE";518715;6969195;520997;6971842
29873;76638;"SAINT PIERRE EN VAL";76;"SEINE MARITIME";28;"NORMANDIE";586354;6989716;590474;6993135
29875;76641;"SAINT PIERRE LE VIEUX";76;"SEINE MARITIME";28;"NORMANDIE";545514;6972565;549996;6975819
29876;76642;"SAINT PIERRE LE VIGER";76;"SEINE MARITIME";28;"NORMANDIE";542970;6971032;548137;6972784
29877;76644;"SAINT REMY BOSCROCOURT";76;"SEINE MARITIME";28;"NORMANDIE";582034;6989686;586680;6992755
29878;76645;"SAINT RIQUIER EN RIVIERE";76;"SEINE MARITIME";28;"NORMANDIE";594146;6975213;599582;6978986
29879;76646;"SAINT RIQUIER ES PLAINS";76;"SEINE MARITIME";28;"NORMANDIE";530496;6969843;533303;6973433
29880;76647;"SAINT ROMAIN DE COLBOSC";76;"SEINE MARITIME";28;"NORMANDIE";506894;6937942;511491;6941567
29881;76648;"SAINT SAENS";76;"SEINE MARITIME";28;"NORMANDIE";572148;6950224;579476;6957722
29882;76649;"SAINT SAIRE";76;"SEINE MARITIME";28;"NORMANDIE";587950;6952201;592345;6957550
29883;76650;"SAINT SAUVEUR D EMALLEVILLE";76;"SEINE MARITIME";28;"NORMANDIE";503721;6947488;506675;6951013
29884;76651;"SAINT SYLVAIN";76;"SEINE MARITIME";28;"NORMANDIE";530594;6973119;532788;6976598
29885;76652;"SAINT VAAST D EQUIQUEVILLE";76;"SEINE MARITIME";28;"NORMANDIE";571812;6966727;577537;6972468
29886;76653;"SAINT VAAST DIEPPEDALLE";76;"SEINE MARITIME";28;"NORMANDIE";533622;6962054;538207;6966917
29887;76654;"SAINT VAAST DU VAL";76;"SEINE MARITIME";28;"NORMANDIE";554435;6954396;558130;6957565
29888;76655;"SAINT VALERY EN CAUX";76;"SEINE MARITIME";28;"NORMANDIE";532258;6973936;538177;6977369
29889;76656;"SAINT VICTOR L ABBAYE";76;"SEINE MARITIME";28;"NORMANDIE";562620;6951417;566331;6955507
29891;76658;"SAINT VINCENT CRAMESNIL";76;"SEINE MARITIME";28;"NORMANDIE";506524;6936607;510778;6938529
29892;76660;"SANDOUVILLE";76;"SEINE MARITIME";28;"NORMANDIE";501950;6930423;507083;6937657
29893;76662;"SASSETOT LE MALGARDE";76;"SEINE MARITIME";28;"NORMANDIE";547227;6964849;549857;6966567
29894;76663;"SASSETOT LE MAUCONDUIT";76;"SEINE MARITIME";28;"NORMANDIE";520655;6967264;523673;6972433
29895;76664;"SASSEVILLE";76;"SEINE MARITIME";28;"NORMANDIE";530443;6966115;536548;6968374
29896;76665;"SAUCHAY";76;"SEINE MARITIME";28;"NORMANDIE";569873;6979270;572437;6983481
29897;76666;"SAUMONT LA POTERIE";76;"SEINE MARITIME";28;"NORMANDIE";597564;6939952;602623;6945540
29898;76667;"SAUQUEVILLE";76;"SEINE MARITIME";28;"NORMANDIE";559139;6972379;561591;6975063
29899;76668;"SAUSSAY";76;"SEINE MARITIME";28;"NORMANDIE";548244;6949470;552082;6952031
29900;76669;"SAUSSEUZEMARE EN CAUX";76;"SEINE MARITIME";28;"NORMANDIE";506782;6953772;509585;6957510
29901;76670;"SENNEVILLE SUR FECAMP";76;"SEINE MARITIME";28;"NORMANDIE";511717;6965451;515001;6968322
29902;76671;"SEPT MEULES";76;"SEINE MARITIME";28;"NORMANDIE";584393;6982026;588475;6986342
29903;76672;"SERQUEUX";76;"SEINE MARITIME";28;"NORMANDIE";592741;6946945;596350;6950281
29904;76673;"SERVAVILLE SALMONVILLE";76;"SEINE MARITIME";28;"NORMANDIE";573174;6930463;576549;6934735
29905;76675;"SIERVILLE";76;"SEINE MARITIME";28;"NORMANDIE";555181;6943114;560524;6947898
29906;76676;"SIGY EN BRAY";76;"SEINE MARITIME";28;"NORMANDIE";586539;6937150;592047;6942067
29907;76677;"SMERMESNIL";76;"SEINE MARITIME";28;"NORMANDIE";588801;6971373;593360;6977619
29908;76678;"SOMMERY";76;"SEINE MARITIME";28;"NORMANDIE";583678;6947543;591220;6952437
29909;76679;"SOMMESNIL";76;"SEINE MARITIME";28;"NORMANDIE";530335;6958378;533287;6960481
29910;76680;"SORQUAINVILLE";76;"SEINE MARITIME";28;"NORMANDIE";522189;6957455;524888;6960190
29911;76681;"SOTTEVILLE LES ROUEN";76;"SEINE MARITIME";28;"NORMANDIE";559985;6923660;563352;6926847
29913;76683;"SOTTEVILLE SUR MER";76;"SEINE MARITIME";28;"NORMANDIE";541865;6974824;545633;6978887
29915;76685;"THEROULDEVILLE";76;"SEINE MARITIME";28;"NORMANDIE";520234;6963283;522732;6966378
29916;76686;"THEUVILLE AUX MAILLOTS";76;"SEINE MARITIME";28;"NORMANDIE";521473;6962569;524785;6967325
29917;76688;"THIERGEVILLE";76;"SEINE MARITIME";28;"NORMANDIE";516618;6959625;520653;6963649
29918;76689;"THIETREVILLE";76;"SEINE MARITIME";28;"NORMANDIE";519358;6958638;522417;6962570
29919;76690;"THIL MANNEVILLE";76;"SEINE MARITIME";28;"NORMANDIE";553886;6971543;557585;6974491
29920;76691;"THIL RIBERPRE";76;"SEINE MARITIME";28;"NORMANDIE";595584;6946744;599660;6951743
29921;76692;"THIOUVILLE";76;"SEINE MARITIME";28;"NORMANDIE";527310;6955263;530436;6958726
29922;76693;"TILLEUL";76;"SEINE MARITIME";28;"NORMANDIE";496465;6955868;499696;6959212
29923;76694;"TOCQUEVILLE EN CAUX";76;"SEINE MARITIME";28;"NORMANDIE";547419;6966121;551456;6967611
29924;76695;"TOCQUEVILLE LES MURS";76;"SEINE MARITIME";28;"NORMANDIE";518167;6953443;520586;6955636
29925;76697;"TORCY LE GRAND";76;"SEINE MARITIME";28;"NORMANDIE";566920;6965222;571245;6970005
29926;76698;"TORCY LE PETIT";76;"SEINE MARITIME";28;"NORMANDIE";567670;6968426;570302;6971846
29927;76699;"TORP MESNIL";76;"SEINE MARITIME";28;"NORMANDIE";547322;6958877;550440;6962174
29928;76700;"TOTES";76;"SEINE MARITIME";28;"NORMANDIE";556833;6953500;560231;6958424
29929;76702;"TOUFFREVILLE LA CORBELINE";76;"SEINE MARITIME";28;"NORMANDIE";535892;6942603;541069;6947442
29930;76703;"TOUFFREVILLE SUR EU";76;"SEINE MARITIME";28;"NORMANDIE";577947;6987648;581054;6991046
29931;76705;"TOURVILLE LA RIVIERE";76;"SEINE MARITIME";28;"NORMANDIE";558880;6913979;564216;6920339
29932;76706;"TOURVILLE LES IFS";76;"SEINE MARITIME";28;"NORMANDIE";510721;6958013;514118;6962021
29933;76707;"TOURVILLE SUR ARQUES";76;"SEINE MARITIME";28;"NORMANDIE";561009;6973724;564564;6976570
29934;76708;"TOUSSAINT";76;"SEINE MARITIME";28;"NORMANDIE";513408;6961116;517040;6963885
29935;76709;"TRAIT";76;"SEINE MARITIME";28;"NORMANDIE";538691;6931046;545381;6935992
29936;76710;"TREMAUVILLE";76;"SEINE MARITIME";28;"NORMANDIE";520282;6953044;521787;6955972
